player_id,last_season,datetime,date,dateweek,market_value_in_eur,n,current_club_id,player_club_domestic_competition_id
4208,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,167,L1
4216,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,1519,SC1
4217,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,3060,GR1
4219,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,400000,1,1123,GB1
4241,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,2441,GR1
4248,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,10000000,1,36,TR1
4251,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,1250000,1,2578,SC1
4257,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,24000000,1,2293,TR1
4267,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,3750000,1,29,GB1
4276,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,15000000,1,506,IT1
4277,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,1750000,1,124,SC1
4310,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,12,IT1
4311,2022,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,610,NL1
4315,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,610,NL1
4316,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,678,DK1
4317,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,8000000,1,583,FR1
4321,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,289,GB1
4323,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,1096,BE1
4327,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,235,NL1
4334,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,700000,1,132,NL1
4337,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1750000,1,1053,DK1
4338,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,383,NL1
4344,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,700000,1,235,NL1
4349,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,235,NL1
4351,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,5724,DK1
4357,2020,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,610,NL1
4359,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,192,NL1
4360,2020,2004-10-04 00:00:00,2004-10-04,2004-10-04,18000000,1,202,NL1
4361,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,235,NL1
4371,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,142,ES1
4377,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,5500000,1,3508,BE1
4380,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,234,NL1
4383,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,206,DK1
4384,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,250000,1,2727,BE1
4391,2023,2004-10-04 00:00:00,2004-10-04,2004-10-04,1300000,1,383,NL1
4403,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,5817,DK1
4408,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,450000,1,1268,NL1
4410,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,1426,NL1
4415,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,1750000,1,403,NL1
4424,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,403,NL1
4425,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,499,NL1
4429,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,1304,NL1
4451,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,2200000,1,317,NL1
4452,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,75000,1,132,NL1
4456,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,900000,1,1269,NL1
4471,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,200000,1,133,NL1
4487,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,467,NL1
4489,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,1750000,1,234,NL1
4513,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,467,NL1
4517,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,650000,1,467,NL1
4519,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,800000,1,192,NL1
4520,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,350000,1,317,NL1
4531,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,600000,1,192,NL1
4533,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,400000,1,798,NL1
4538,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,100000,1,132,NL1
4563,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,234,NL1
4570,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,317,NL1
4573,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,300000,1,1426,NL1
4582,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,317,NL1
4592,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,4000000,1,1039,GB1
4605,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,600000,1,2282,BE1
4607,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,450000,1,192,NL1
4624,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,100000,1,317,NL1
4634,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,200000,1,499,NL1
4638,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,1269,NL1
4669,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,200000,1,403,NL1
4672,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,39,L1
4673,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,10000000,1,417,FR1
4676,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,200,NL1
4687,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,41,L1
4691,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,450000,1,105,L1
4693,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,100000,1,132,NL1
4698,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,600000,1,306,NL1
4740,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,8500000,1,27,L1
4742,2022,2004-10-04 00:00:00,2004-10-04,2004-10-04,250000,1,2715,BE1
4746,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,100000,1,15,L1
4750,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,1250000,1,1241,SC1
4755,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,1519,SC1
4763,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,5817,DK1
4793,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,300000,1,458,IT1
4796,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,600000,1,667,FR1
4811,2020,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,969,FR1
4829,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,5817,DK1
4873,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,1506,TR1
5017,2020,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,86,L1
5072,2019,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,3,L1
5169,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,11000000,1,2425,PO1
5278,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,31,GB1
5281,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,162,FR1
5283,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,8000000,1,683,GR1
5285,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,7500000,1,244,FR1
5286,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,14171,FR1
5293,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,595,FR1
5299,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,15000000,1,1158,FR1
5300,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,15000000,1,595,FR1
5303,2019,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,969,FR1
5308,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,300000,1,141,TR1
5309,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,1159,FR1
5315,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,653,GR1
5338,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,1162,FR1
5339,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,7000000,1,3558,FR1
5345,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,400000,1,1159,FR1
5348,2019,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,2969,FR1
5352,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,931,GB1
5357,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,7000000,1,14171,FR1
5376,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,6000000,1,417,FR1
5393,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,1095,FR1
5399,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,3911,FR1
5404,2019,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,336,PO1
5406,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,6000000,1,1159,FR1
5418,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,8500000,1,265,GR1
5422,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,12500000,1,5,IT1
5430,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,855,FR1
5431,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,850000,1,415,FR1
5438,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,6500000,1,2672,GR1
5439,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,600000,1,128,GR1
5444,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,583,FR1
5451,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,1250000,1,1162,FR1
5452,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,2696,RU1
5461,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,4500000,1,347,FR1
5469,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,250000,1,162,FR1
5470,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,524,TR1
5474,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,583,FR1
5477,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,350000,1,244,FR1
5486,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,12,IT1
5495,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,2381,TR1
5501,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,458,IT1
5507,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,10000000,1,800,IT1
5509,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,7000000,1,465,SC1
5513,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,40,FR1
5516,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,6418,GR1
5518,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,653,GR1
5521,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,3558,FR1
5539,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1800000,1,969,FR1
5543,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,2969,FR1
5544,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,995,FR1
5562,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,1465,PO1
5566,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,700000,1,347,FR1
5574,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,403,NL1
5576,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,350000,1,1158,FR1
5578,2022,2004-10-04 00:00:00,2004-10-04,2004-10-04,600000,1,1421,FR1
5586,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,300000,1,21957,GR1
5588,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,12000000,1,265,GR1
5592,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,969,FR1
5597,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,600000,1,1095,FR1
5614,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,2750000,1,750,FR1
5622,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,1750000,1,1095,FR1
5627,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,1700000,1,14171,FR1
5635,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,40,FR1
5636,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,600000,1,200,NL1
5639,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,1162,FR1
5645,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,244,FR1
5648,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,589,TR1
5652,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,984,GB1
5658,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,14000000,1,11,GB1
5664,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,1158,FR1
5667,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,1506,TR1
5668,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,4000000,1,289,GB1
5672,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,855,FR1
5676,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,14171,FR1
5680,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,595,FR1
5686,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,969,FR1
5687,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,600000,1,2727,BE1
5688,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,128,GR1
5698,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,14171,FR1
5755,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,1200000,1,416,IT1
5768,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,8000000,1,430,IT1
5782,2019,2004-10-04 00:00:00,2004-10-04,2004-10-04,12000000,1,36,TR1
5793,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,410,IT1
5794,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,10000000,1,3368,ES1
5812,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,398,IT1
5817,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,20000000,1,506,IT1
5818,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,8000000,1,430,IT1
5825,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,1390,IT1
5853,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,1210,IT1
5854,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,14000000,1,20,TR1
5856,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,11000000,1,1050,ES1
5858,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,6574,IT1
5868,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,10000000,1,749,IT1
5870,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,6000000,1,2999,SC1
5873,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,10000000,1,1038,IT1
5878,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,20000000,1,2921,IT1
5879,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,15000000,1,1147,FR1
5880,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,162,FR1
5881,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,200000,1,172,BE1
5889,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,6574,IT1
5890,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,1627,IT1
5892,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,7000000,1,678,DK1
5893,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,410,IT1
5896,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,430,IT1
5904,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,506,IT1
5908,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,430,IT1
5917,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,273,FR1
5922,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,10000000,1,12,IT1
5925,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,1627,IT1
5928,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,862,IT1
5936,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,8000000,1,2921,IT1
5938,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,25000000,1,46,IT1
5942,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,7000000,1,415,FR1
5946,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,2921,IT1
5947,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,14000000,1,12,IT1
5948,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1200000,1,252,IT1
5957,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,472,ES1
5958,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,35000000,1,12,IT1
5962,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,25000000,1,1038,IT1
5966,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,42,L1
5967,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,850000,1,4750,PO1
5970,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,862,IT1
5974,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,276,IT1
5976,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,862,IT1
5980,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,15000000,1,276,IT1
5986,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,300000,1,276,IT1
5993,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,8000000,1,4102,IT1
6012,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,350000,1,1429,IT1
6020,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,749,IT1
6026,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,46,IT1
6031,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,6000000,1,410,IT1
6033,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,410,IT1
6043,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,398,IT1
6046,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,1800000,1,252,IT1
6053,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,350000,1,825,TR1
6058,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,250000,1,416,IT1
6065,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,3691,RU1
6073,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,653,GR1
6075,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,250000,1,1387,IT1
6076,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,400000,1,862,IT1
6087,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,4000000,1,128,GR1
6090,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,6000000,1,2921,IT1
6097,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,15000000,1,458,IT1
6106,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,8000000,1,931,GB1
6107,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,3008,GB1
6118,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,114,TR1
6119,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,1200000,1,3368,ES1
6131,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,75000,1,79,L1
6150,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,8000000,1,762,GB1
6157,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,6000000,1,1387,IT1
6160,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,800,IT1
6176,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1750000,1,1083,RU1
6233,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,7000000,1,862,IT1
6234,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,4000000,1,416,IT1
6237,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,15,L1
6251,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,500000,1,441,GR1
6267,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,995,FR1
6270,2020,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,244,FR1
6274,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,855,FR1
6278,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,250000,1,1147,FR1
6287,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,23,L1
6288,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,250000,1,79,L1
6301,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,140000,1,169,GR1
6320,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,4000000,1,1083,RU1
6322,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,100000,1,3,L1
6400,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,403,NL1
6403,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,300000,1,1304,NL1
6404,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,371,SC1
6427,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,276,IT1
6438,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,250000,1,265,GR1
6442,2021,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,430,IT1
6448,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,5000000,1,506,IT1
6457,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,38,L1
6585,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,3368,ES1
6590,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,10484,TR1
6636,2020,2004-10-04 00:00:00,2004-10-04,2004-10-04,75000,1,1003,GB1
6645,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,33,L1
6666,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,75000,1,498,BE1
6710,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,11,GB1
6717,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,2921,IT1
6721,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,4000000,1,252,IT1
6722,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,130,IT1
6750,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,350000,1,410,IT1
6764,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,1426,NL1
6791,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,75000,1,533,L1
6792,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,200000,1,252,IT1
6793,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,1038,IT1
6803,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,100000,1,244,FR1
6807,2020,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,12,IT1
6824,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,2414,DK1
6832,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,6000000,1,2921,IT1
6838,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,150000,1,3709,ES1
6852,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,250000,1,142,ES1
6853,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,1304,NL1
6855,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,1200000,1,984,GB1
6860,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1250000,1,2292,TR1
6861,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,3508,BE1
6866,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1250000,1,6890,TR1
6871,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,8000000,1,2698,RU1
6873,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,3216,TR1
6893,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1750000,1,984,GB1
6910,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,3216,TR1
6911,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,141,TR1
6912,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,2293,TR1
6915,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1250000,1,19771,TR1
6917,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,750000,1,3216,TR1
6931,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,350000,1,1090,NL1
6934,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,9000000,1,20,TR1
6949,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,2750000,1,6894,TR1
6968,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,10484,TR1
6970,2014,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,172,BE1
6980,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,200000,1,855,FR1
6986,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,350000,1,855,FR1
6994,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,50000,1,2381,TR1
7023,2013,2004-10-04 00:00:00,2004-10-04,2004-10-04,200000,1,524,TR1
7025,2017,2004-10-04 00:00:00,2004-10-04,2004-10-04,3000000,1,1467,TR1
7028,2016,2004-10-04 00:00:00,2004-10-04,2004-10-04,3500000,1,968,BE1
7041,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,2000000,1,3216,TR1
7043,2015,2004-10-04 00:00:00,2004-10-04,2004-10-04,1000000,1,6890,TR1
7054,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,2800000,1,589,TR1
7063,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,1500000,1,6890,TR1
7072,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,200000,1,3216,TR1
7079,2018,2004-10-04 00:00:00,2004-10-04,2004-10-04,2500000,1,36,TR1
7087,2012,2004-10-04 00:00:00,2004-10-04,2004-10-04,190000,1,2292,TR1
